Diffuse_solar_radiation,Date (GMT+1)
216.0,2015-03-01T09:00:00
293.0,2015-03-01T10:00:00
356.0,2015-03-01T11:00:00
383.0,2015-03-01T12:00:00
426.0,2015-03-01T13:00:00
424.0,2015-03-01T14:00:00
386.0,2015-03-01T15:00:00
280.0,2015-03-01T16:00:00
162.0,2015-03-01T17:00:00
46.0,2015-03-01T18:00:00
0.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
1.0,2015-03-01T06:00:00
47.0,2015-03-01T07:00:00
149.0,2015-03-01T08:00:00
269.0,2015-03-01T09:00:00
363.0,2015-03-01T10:00:00
455.0,2015-03-01T11:00:00
511.0,2015-03-01T12:00:00
508.0,2015-03-01T13:00:00
490.0,2015-03-01T14:00:00
414.0,2015-03-01T15:00:00
294.0,2015-03-01T16:00:00
162.0,2015-03-01T17:00:00
46.0,2015-03-01T18:00:00
0.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
2.0,2015-03-01T06:00:00
42.0,2015-03-01T07:00:00
142.0,2015-03-01T08:00:00
268.0,2015-03-01T09:00:00
372.0,2015-03-01T10:00:00
447.0,2015-03-01T11:00:00
503.0,2015-03-01T12:00:00
509.0,2015-03-01T13:00:00
451.0,2015-03-01T14:00:00
354.0,2015-03-01T15:00:00
243.0,2015-03-01T16:00:00
142.0,2015-03-01T17:00:00
41.0,2015-03-01T18:00:00
1.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
2.0,2015-03-01T06:00:00
52.0,2015-03-01T07:00:00
156.0,2015-03-01T08:00:00
277.0,2015-03-01T09:00:00
377.0,2015-03-01T10:00:00
452.0,2015-03-01T11:00:00
476.0,2015-03-01T12:00:00
465.0,2015-03-01T13:00:00
403.0,2015-03-01T14:00:00
312.0,2015-03-01T15:00:00
213.0,2015-03-01T16:00:00
106.0,2015-03-01T17:00:00
34.0,2015-03-01T18:00:00
1.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
0.0,2015-03-01T06:00:00
15.0,2015-03-01T07:00:00
49.0,2015-03-01T08:00:00
119.0,2015-03-01T09:00:00
170.0,2015-03-01T10:00:00
195.0,2015-03-01T11:00:00
217.0,2015-03-01T12:00:00
223.0,2015-03-01T13:00:00
202.0,2015-03-01T14:00:00
161.0,2015-03-01T15:00:00
107.0,2015-03-01T16:00:00
61.0,2015-03-01T17:00:00
18.0,2015-03-01T18:00:00
0.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
1.0,2015-03-01T06:00:00
25.0,2015-03-01T07:00:00
88.0,2015-03-01T08:00:00
159.0,2015-03-01T09:00:00
232.0,2015-03-01T10:00:00
300.0,2015-03-01T11:00:00
315.0,2015-03-01T12:00:00
317.0,2015-03-01T13:00:00
278.0,2015-03-01T14:00:00
242.0,2015-03-01T15:00:00
176.0,2015-03-01T16:00:00
105.0,2015-03-01T17:00:00
35.0,2015-03-01T18:00:00
1.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
2.0,2015-03-01T06:00:00
39.0,2015-03-01T07:00:00
133.0,2015-03-01T08:00:00
239.0,2015-03-01T09:00:00
350.0,2015-03-01T10:00:00
421.0,2015-03-01T11:00:00
469.0,2015-03-01T12:00:00
508.0,2015-03-01T13:00:00
437.0,2015-03-01T14:00:00
371.0,2015-03-01T15:00:00
255.0,2015-03-01T16:00:00
148.0,2015-03-01T17:00:00
41.0,2015-03-01T18:00:00
1.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
1.0,2015-03-01T06:00:00
23.0,2015-03-01T07:00:00
69.0,2015-03-01T08:00:00
116.0,2015-03-01T09:00:00
163.0,2015-03-01T10:00:00
213.0,2015-03-01T11:00:00
232.0,2015-03-01T12:00:00
189.0,2015-03-01T13:00:00
156.0,2015-03-01T14:00:00
120.0,2015-03-01T15:00:00
88.0,2015-03-01T16:00:00
48.0,2015-03-01T17:00:00
16.0,2015-03-01T18:00:00
0.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
2.0,2015-03-01T06:00:00
27.0,2015-03-01T07:00:00
96.0,2015-03-01T08:00:00
171.0,2015-03-01T09:00:00
252.0,2015-03-01T10:00:00
313.0,2015-03-01T11:00:00
374.0,2015-03-01T12:00:00
394.0,2015-03-01T13:00:00
373.0,2015-03-01T14:00:00
325.0,2015-03-01T15:00:00
252.0,2015-03-01T16:00:00
164.0,2015-03-01T17:00:00
60.0,2015-03-01T18:00:00
4.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-03-01T01:00:00
0.0,2015-03-01T02:00:00
0.0,2015-03-01T03:00:00
0.0,2015-03-01T04:00:00
0.0,2015-03-01T05:00:00
1.0,2015-03-01T06:00:00
15.0,2015-03-01T07:00:00
60.0,2015-03-01T08:00:00
135.0,2015-03-01T09:00:00
194.0,2015-03-01T10:00:00
260.0,2015-03-01T11:00:00
300.0,2015-03-01T12:00:00
314.0,2015-03-01T13:00:00
265.0,2015-03-01T14:00:00
226.0,2015-03-01T15:00:00
193.0,2015-03-01T16:00:00
115.0,2015-03-01T17:00:00
42.0,2015-03-01T18:00:00
3.0,2015-03-01T19:00:00
0.0,2015-03-01T20:00:00
0.0,2015-03-01T21:00:00
0.0,2015-03-01T22:00:00
0.0,2015-03-01T23:00:00
0.0,2015-03-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
3.0,2015-04-01T06:00:00
45.0,2015-04-01T07:00:00
127.0,2015-04-01T08:00:00
209.0,2015-04-01T09:00:00
288.0,2015-04-01T10:00:00
357.0,2015-04-01T11:00:00
403.0,2015-04-01T12:00:00
425.0,2015-04-01T13:00:00
399.0,2015-04-01T14:00:00
332.0,2015-04-01T15:00:00
247.0,2015-04-01T16:00:00
160.0,2015-04-01T17:00:00
56.0,2015-04-01T18:00:00
4.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
4.0,2015-04-01T06:00:00
36.0,2015-04-01T07:00:00
86.0,2015-04-01T08:00:00
155.0,2015-04-01T09:00:00
207.0,2015-04-01T10:00:00
268.0,2015-04-01T11:00:00
348.0,2015-04-01T12:00:00
404.0,2015-04-01T13:00:00
362.0,2015-04-01T14:00:00
326.0,2015-04-01T15:00:00
267.0,2015-04-01T16:00:00
168.0,2015-04-01T17:00:00
69.0,2015-04-01T18:00:00
7.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
7.0,2015-04-01T06:00:00
79.0,2015-04-01T07:00:00
206.0,2015-04-01T08:00:00
314.0,2015-04-01T09:00:00
431.0,2015-04-01T10:00:00
488.0,2015-04-01T11:00:00
530.0,2015-04-01T12:00:00
570.0,2015-04-01T13:00:00
511.0,2015-04-01T14:00:00
419.0,2015-04-01T15:00:00
330.0,2015-04-01T16:00:00
215.0,2015-04-01T17:00:00
91.0,2015-04-01T18:00:00
8.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
10.0,2015-04-01T06:00:00
82.0,2015-04-01T07:00:00
191.0,2015-04-01T08:00:00
304.0,2015-04-01T09:00:00
390.0,2015-04-01T10:00:00
457.0,2015-04-01T11:00:00
473.0,2015-04-01T12:00:00
482.0,2015-04-01T13:00:00
410.0,2015-04-01T14:00:00
355.0,2015-04-01T15:00:00
253.0,2015-04-01T16:00:00
177.0,2015-04-01T17:00:00
74.0,2015-04-01T18:00:00
9.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
14.0,2015-04-01T06:00:00
116.0,2015-04-01T07:00:00
263.0,2015-04-01T08:00:00
414.0,2015-04-01T09:00:00
535.0,2015-04-01T10:00:00
579.0,2015-04-01T11:00:00
592.0,2015-04-01T12:00:00
538.0,2015-04-01T13:00:00
470.0,2015-04-01T14:00:00
420.0,2015-04-01T15:00:00
320.0,2015-04-01T16:00:00
208.0,2015-04-01T17:00:00
86.0,2015-04-01T18:00:00
9.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
10.0,2015-04-01T06:00:00
81.0,2015-04-01T07:00:00
198.0,2015-04-01T08:00:00
310.0,2015-04-01T09:00:00
429.0,2015-04-01T10:00:00
478.0,2015-04-01T11:00:00
478.0,2015-04-01T12:00:00
529.0,2015-04-01T13:00:00
492.0,2015-04-01T14:00:00
425.0,2015-04-01T15:00:00
336.0,2015-04-01T16:00:00
224.0,2015-04-01T17:00:00
98.0,2015-04-01T18:00:00
12.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
15.0,2015-04-01T06:00:00
116.0,2015-04-01T07:00:00
258.0,2015-04-01T08:00:00
365.0,2015-04-01T09:00:00
459.0,2015-04-01T10:00:00
533.0,2015-04-01T11:00:00
559.0,2015-04-01T12:00:00
559.0,2015-04-01T13:00:00
533.0,2015-04-01T14:00:00
450.0,2015-04-01T15:00:00
334.0,2015-04-01T16:00:00
202.0,2015-04-01T17:00:00
89.0,2015-04-01T18:00:00
10.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
9.0,2015-04-01T06:00:00
65.0,2015-04-01T07:00:00
146.0,2015-04-01T08:00:00
257.0,2015-04-01T09:00:00
342.0,2015-04-01T10:00:00
393.0,2015-04-01T11:00:00
443.0,2015-04-01T12:00:00
475.0,2015-04-01T13:00:00
454.0,2015-04-01T14:00:00
392.0,2015-04-01T15:00:00
302.0,2015-04-01T16:00:00
196.0,2015-04-01T17:00:00
88.0,2015-04-01T18:00:00
12.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
13.0,2015-04-01T06:00:00
98.0,2015-04-01T07:00:00
235.0,2015-04-01T08:00:00
405.0,2015-04-01T09:00:00
533.0,2015-04-01T10:00:00
634.0,2015-04-01T11:00:00
694.0,2015-04-01T12:00:00
712.0,2015-04-01T13:00:00
673.0,2015-04-01T14:00:00
578.0,2015-04-01T15:00:00
450.0,2015-04-01T16:00:00
297.0,2015-04-01T17:00:00
134.0,2015-04-01T18:00:00
19.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
19.0,2015-04-01T06:00:00
124.0,2015-04-01T07:00:00
281.0,2015-04-01T08:00:00
442.0,2015-04-01T09:00:00
568.0,2015-04-01T10:00:00
657.0,2015-04-01T11:00:00
711.0,2015-04-01T12:00:00
708.0,2015-04-01T13:00:00
634.0,2015-04-01T14:00:00
561.0,2015-04-01T15:00:00
419.0,2015-04-01T16:00:00
268.0,2015-04-01T17:00:00
112.0,2015-04-01T18:00:00
16.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
20.0,2015-04-01T06:00:00
100.0,2015-04-01T07:00:00
218.0,2015-04-01T08:00:00
352.0,2015-04-01T09:00:00
433.0,2015-04-01T10:00:00
506.0,2015-04-01T11:00:00
526.0,2015-04-01T12:00:00
478.0,2015-04-01T13:00:00
418.0,2015-04-01T14:00:00
307.0,2015-04-01T15:00:00
212.0,2015-04-01T16:00:00
139.0,2015-04-01T17:00:00
70.0,2015-04-01T18:00:00
13.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
18.0,2015-04-01T06:00:00
91.0,2015-04-01T07:00:00
227.0,2015-04-01T08:00:00
375.0,2015-04-01T09:00:00
527.0,2015-04-01T10:00:00
622.0,2015-04-01T11:00:00
638.0,2015-04-01T12:00:00
614.0,2015-04-01T13:00:00
585.0,2015-04-01T14:00:00
499.0,2015-04-01T15:00:00
392.0,2015-04-01T16:00:00
257.0,2015-04-01T17:00:00
127.0,2015-04-01T18:00:00
21.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
19.0,2015-04-01T06:00:00
108.0,2015-04-01T07:00:00
229.0,2015-04-01T08:00:00
356.0,2015-04-01T09:00:00
487.0,2015-04-01T10:00:00
517.0,2015-04-01T11:00:00
554.0,2015-04-01T12:00:00
535.0,2015-04-01T13:00:00
518.0,2015-04-01T14:00:00
445.0,2015-04-01T15:00:00
357.0,2015-04-01T16:00:00
259.0,2015-04-01T17:00:00
131.0,2015-04-01T18:00:00
25.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
23.0,2015-04-01T06:00:00
109.0,2015-04-01T07:00:00
243.0,2015-04-01T08:00:00
388.0,2015-04-01T09:00:00
506.0,2015-04-01T10:00:00
572.0,2015-04-01T11:00:00
611.0,2015-04-01T12:00:00
587.0,2015-04-01T13:00:00
517.0,2015-04-01T14:00:00
449.0,2015-04-01T15:00:00
326.0,2015-04-01T16:00:00
201.0,2015-04-01T17:00:00
105.0,2015-04-01T18:00:00
22.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
26.0,2015-04-01T06:00:00
139.0,2015-04-01T07:00:00
290.0,2015-04-01T08:00:00
450.0,2015-04-01T09:00:00
602.0,2015-04-01T10:00:00
725.0,2015-04-01T11:00:00
776.0,2015-04-01T12:00:00
783.0,2015-04-01T13:00:00
732.0,2015-04-01T14:00:00
632.0,2015-04-01T15:00:00
480.0,2015-04-01T16:00:00
312.0,2015-04-01T17:00:00
143.0,2015-04-01T18:00:00
25.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
31.0,2015-04-01T06:00:00
142.0,2015-04-01T07:00:00
280.0,2015-04-01T08:00:00
411.0,2015-04-01T09:00:00
516.0,2015-04-01T10:00:00
563.0,2015-04-01T11:00:00
585.0,2015-04-01T12:00:00
579.0,2015-04-01T13:00:00
550.0,2015-04-01T14:00:00
442.0,2015-04-01T15:00:00
371.0,2015-04-01T16:00:00
244.0,2015-04-01T17:00:00
114.0,2015-04-01T18:00:00
22.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
0.0,2015-04-01T05:00:00
25.0,2015-04-01T06:00:00
104.0,2015-04-01T07:00:00
217.0,2015-04-01T08:00:00
314.0,2015-04-01T09:00:00
384.0,2015-04-01T10:00:00
451.0,2015-04-01T11:00:00
492.0,2015-04-01T12:00:00
499.0,2015-04-01T13:00:00
421.0,2015-04-01T14:00:00
351.0,2015-04-01T15:00:00
285.0,2015-04-01T16:00:00
170.0,2015-04-01T17:00:00
94.0,2015-04-01T18:00:00
23.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
1.0,2015-04-01T05:00:00
42.0,2015-04-01T06:00:00
162.0,2015-04-01T07:00:00
305.0,2015-04-01T08:00:00
460.0,2015-04-01T09:00:00
507.0,2015-04-01T10:00:00
591.0,2015-04-01T11:00:00
597.0,2015-04-01T12:00:00
624.0,2015-04-01T13:00:00
580.0,2015-04-01T14:00:00
523.0,2015-04-01T15:00:00
410.0,2015-04-01T16:00:00
301.0,2015-04-01T17:00:00
156.0,2015-04-01T18:00:00
38.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
2.0,2015-04-01T05:00:00
47.0,2015-04-01T06:00:00
173.0,2015-04-01T07:00:00
324.0,2015-04-01T08:00:00
469.0,2015-04-01T09:00:00
602.0,2015-04-01T10:00:00
711.0,2015-04-01T11:00:00
757.0,2015-04-01T12:00:00
756.0,2015-04-01T13:00:00
706.0,2015-04-01T14:00:00
609.0,2015-04-01T15:00:00
503.0,2015-04-01T16:00:00
338.0,2015-04-01T17:00:00
178.0,2015-04-01T18:00:00
47.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
2.0,2015-04-01T05:00:00
54.0,2015-04-01T06:00:00
198.0,2015-04-01T07:00:00
362.0,2015-04-01T08:00:00
527.0,2015-04-01T09:00:00
666.0,2015-04-01T10:00:00
756.0,2015-04-01T11:00:00
805.0,2015-04-01T12:00:00
795.0,2015-04-01T13:00:00
739.0,2015-04-01T14:00:00
641.0,2015-04-01T15:00:00
504.0,2015-04-01T16:00:00
341.0,2015-04-01T17:00:00
179.0,2015-04-01T18:00:00
44.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
3.0,2015-04-01T05:00:00
60.0,2015-04-01T06:00:00
208.0,2015-04-01T07:00:00
378.0,2015-04-01T08:00:00
540.0,2015-04-01T09:00:00
672.0,2015-04-01T10:00:00
766.0,2015-04-01T11:00:00
808.0,2015-04-01T12:00:00
797.0,2015-04-01T13:00:00
740.0,2015-04-01T14:00:00
634.0,2015-04-01T15:00:00
502.0,2015-04-01T16:00:00
349.0,2015-04-01T17:00:00
188.0,2015-04-01T18:00:00
47.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
1.0,2015-04-01T05:00:00
34.0,2015-04-01T06:00:00
127.0,2015-04-01T07:00:00
226.0,2015-04-01T08:00:00
356.0,2015-04-01T09:00:00
503.0,2015-04-01T10:00:00
592.0,2015-04-01T11:00:00
631.0,2015-04-01T12:00:00
619.0,2015-04-01T13:00:00
608.0,2015-04-01T14:00:00
558.0,2015-04-01T15:00:00
445.0,2015-04-01T16:00:00
324.0,2015-04-01T17:00:00
176.0,2015-04-01T18:00:00
47.0,2015-04-01T19:00:00
1.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
3.0,2015-04-01T05:00:00
45.0,2015-04-01T06:00:00
154.0,2015-04-01T07:00:00
283.0,2015-04-01T08:00:00
416.0,2015-04-01T09:00:00
542.0,2015-04-01T10:00:00
644.0,2015-04-01T11:00:00
696.0,2015-04-01T12:00:00
697.0,2015-04-01T13:00:00
644.0,2015-04-01T14:00:00
566.0,2015-04-01T15:00:00
428.0,2015-04-01T16:00:00
300.0,2015-04-01T17:00:00
163.0,2015-04-01T18:00:00
46.0,2015-04-01T19:00:00
1.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
3.0,2015-04-01T05:00:00
50.0,2015-04-01T06:00:00
167.0,2015-04-01T07:00:00
305.0,2015-04-01T08:00:00
460.0,2015-04-01T09:00:00
584.0,2015-04-01T10:00:00
700.0,2015-04-01T11:00:00
744.0,2015-04-01T12:00:00
762.0,2015-04-01T13:00:00
710.0,2015-04-01T14:00:00
637.0,2015-04-01T15:00:00
504.0,2015-04-01T16:00:00
338.0,2015-04-01T17:00:00
190.0,2015-04-01T18:00:00
49.0,2015-04-01T19:00:00
0.0,2015-04-01T20:00:00
0.0,2015-04-01T21:00:00
0.0,2015-04-01T22:00:00
0.0,2015-04-01T23:00:00
0.0,2015-04-02T00:00:00
0.0,2015-04-01T01:00:00
0.0,2015-04-01T02:00:00
0.0,2015-04-01T03:00:00
0.0,2015-04-01T04:00:00
4.0,2015-04-01T05:00:00
50.0,2015-04-01T06:00:00
136.0,2015-04-01T07:00:00
231.0,2015-04-01T08:00:00
312.0,2015-04-01T09:00:00
372.0,2015-04-01T10:00:00
395.0,2015-04-01T11:00:00
429.0,2015-04-01T12:00:00
386.0,2015-04-01T13:00:00
284.0,2015-04-01T14:00:00
