Date (GMT+1),Wind onshore
2023-12-31T23:00:00,29470.525
2024-01-01T00:00:00,29563.925
2024-01-01T01:00:00,29591.825
2024-01-01T02:00:00,29165.025
2024-01-01T03:00:00,29233.35
2024-01-01T04:00:00,29160.525
2024-01-01T05:00:00,28997.675
2024-01-01T06:00:00,29673.1
2024-01-01T07:00:00,30540.8
2024-01-01T08:00:00,30756.7
2024-01-01T09:00:00,30466.725
2024-01-01T10:00:00,30612.8
2024-01-01T11:00:00,30442.525
2024-01-01T12:00:00,29572.775
2024-01-01T13:00:00,28727.125
2024-01-01T14:00:00,27190.775
2024-01-01T15:00:00,27046.075
2024-01-01T16:00:00,27824.7
2024-01-01T17:00:00,26874.0
2024-01-01T18:00:00,25864.125
2024-01-01T19:00:00,25186.6
2024-01-01T20:00:00,23574.325
2024-01-01T21:00:00,22385.75
2024-01-01T22:00:00,21165.55
2024-01-01T23:00:00,20041.65
2024-01-02T00:00:00,19142.8
2024-01-02T01:00:00,19089.9
2024-01-02T02:00:00,20564.825
2024-01-02T03:00:00,22166.425
2024-01-02T04:00:00,24936.5
2024-01-02T05:00:00,27924.4
2024-01-02T06:00:00,29645.875
2024-01-02T07:00:00,30924.5
2024-01-02T08:00:00,30390.7
2024-01-02T09:00:00,29721.675
2024-01-02T10:00:00,28172.7
2024-01-02T11:00:00,26964.675
2024-01-02T12:00:00,26421.95
2024-01-02T13:00:00,26056.25
2024-01-02T14:00:00,25996.475
2024-01-02T15:00:00,27828.925
2024-01-02T16:00:00,29916.625
2024-01-02T17:00:00,31880.325
2024-01-02T18:00:00,34186.325
2024-01-02T19:00:00,35986.65
2024-01-02T20:00:00,37152.175
2024-01-02T21:00:00,37257.65
2024-01-02T22:00:00,37944.025
2024-01-02T23:00:00,37039.1
2024-01-03T00:00:00,37280.45
2024-01-03T01:00:00,37945.600000000006
2024-01-03T02:00:00,38305.1
2024-01-03T03:00:00,39124.675
2024-01-03T04:00:00,39603.3
2024-01-03T05:00:00,42457.95
2024-01-03T06:00:00,43323.075
2024-01-03T07:00:00,42604.925
2024-01-03T08:00:00,41736.675
2024-01-03T09:00:00,41970.475
2024-01-03T10:00:00,42401.8
2024-01-03T11:00:00,42031.8
2024-01-03T12:00:00,40983.925
2024-01-03T13:00:00,40112.55
2024-01-03T14:00:00,38565.975
2024-01-03T15:00:00,36439.475
2024-01-03T16:00:00,34485.025
2024-01-03T17:00:00,33214.25
2024-01-03T18:00:00,31772.025
2024-01-03T19:00:00,30991.575
2024-01-03T20:00:00,30516.525
2024-01-03T21:00:00,29343.1
2024-01-03T22:00:00,29588.525
2024-01-03T23:00:00,30039.65
2024-01-04T00:00:00,31057.7
2024-01-04T01:00:00,32270.125
2024-01-04T02:00:00,32860.725
2024-01-04T03:00:00,33471.225
2024-01-04T04:00:00,33894.05
2024-01-04T05:00:00,33129.1
2024-01-04T06:00:00,32197.4
2024-01-04T07:00:00,30133.825
2024-01-04T08:00:00,28893.625
2024-01-04T09:00:00,27892.6
2024-01-04T10:00:00,26862.5
2024-01-04T11:00:00,24856.225
2024-01-04T12:00:00,22257.475
2024-01-04T13:00:00,19789.399999999998
2024-01-04T14:00:00,16616.75
2024-01-04T15:00:00,13784.45
2024-01-04T16:00:00,11046.525
2024-01-04T17:00:00,8520.5
2024-01-04T18:00:00,7025.35
2024-01-04T19:00:00,6519.775
2024-01-04T20:00:00,5944.425
2024-01-04T21:00:00,6417.125
2024-01-04T22:00:00,6927.299999999999
2024-01-04T23:00:00,7996.0
2024-01-05T00:00:00,9252.5
2024-01-05T01:00:00,11202.45
2024-01-05T02:00:00,13155.775
2024-01-05T03:00:00,14581.525
2024-01-05T04:00:00,16249.55
2024-01-05T05:00:00,17817.95
2024-01-05T06:00:00,19233.4
2024-01-05T07:00:00,20686.4
2024-01-05T08:00:00,21695.775
2024-01-05T09:00:00,22197.6
2024-01-05T10:00:00,22623.975
2024-01-05T11:00:00,22409.7
2024-01-05T12:00:00,22060.1
2024-01-05T13:00:00,21265.25
2024-01-05T14:00:00,19741.6
2024-01-05T15:00:00,19333.925
2024-01-05T16:00:00,19335.525
2024-01-05T17:00:00,19462.675
2024-01-05T18:00:00,19269.149999999998
2024-01-05T19:00:00,18132.85
2024-01-05T20:00:00,17333.35
2024-01-05T21:00:00,16356.300000000001
2024-01-05T22:00:00,14537.9
2024-01-05T23:00:00,13049.175
2024-01-06T00:00:00,11729.974999999999
2024-01-06T01:00:00,11308.175
2024-01-06T02:00:00,10758.425
2024-01-06T03:00:00,10369.05
2024-01-06T04:00:00,9973.6
2024-01-06T05:00:00,9811.150000000001
2024-01-06T06:00:00,9605.1
2024-01-06T07:00:00,9794.775
2024-01-06T08:00:00,9968.025
2024-01-06T09:00:00,9755.475
2024-01-06T10:00:00,9632.85
2024-01-06T11:00:00,9774.625
2024-01-06T12:00:00,9717.875
2024-01-06T13:00:00,9926.5
2024-01-06T14:00:00,9972.7
2024-01-06T15:00:00,9831.025
2024-01-06T16:00:00,9833.9
